Date,Return
2022-11-25,0.009146672456845127
2022-12-02,0.01332221654429232
2022-12-09,0.01040440948783069
2022-12-16,-0.01247756227835907
2022-12-23,-0.0123869480404327
2022-12-30,-0.01785730317912058
2023-01-06,-0.07992211638663907
2023-01-13,0.04981569979433886
2023-01-20,-0.01037240335021069
2023-01-27,-0.004399009266608659
2023-02-03,0.0306601734720342
2023-02-10,0.03113670888435349
2023-03-17,-0.004671883754134112
2023-03-24,0.003813155386082073
2023-03-31,-0.01378374711708048
2023-04-07,0.01393971075100184
2023-04-14,-0.004251046933366993
2023-04-21,0.01079107283974155
2023-04-28,-0.00301045120822421
2023-05-05,-0.007201831554658345
2023-05-12,0.02018248672204821
2023-05-19,0.008837035454933554
2023-05-26,0.01615193937950468
2023-06-02,0.009436419195777453
2023-06-09,-0.003388402033041193
2023-06-16,0.02555119299305359
2023-06-23,-0.0006478972788314677
2023-07-03,0.01367360169741264
2023-07-07,0.006769496565414751
2023-07-14,0.005717444393109362
2023-07-21,0.01296954085692481
2023-07-28,0.01021201470659692
2023-08-04,0.003968158533945694
2023-08-11,-0.01248822242450387
2023-08-18,0.001503953943431908
2023-08-25,-0.004295171968351207
2023-09-01,-0.002586598339387635
2023-09-08,-0.02196587241583953
2023-09-15,0.007929713150523215
2023-09-22,0.0008741475000207484
2023-10-02,0.001104089249960803
2023-10-06,0.03920955383083272
2023-10-13,0.00374608957351591
2023-10-20,-0.006761981410468978
2023-10-27,-0.01275808104479621
2023-11-03,0.001319653993160302
2023-11-10,0.001510780382356044
2023-11-17,0.00206215346594242
2023-11-24,0.002033887447551389
2023-12-01,-0.01051638990554432
2023-12-08,0.007462324950331869
2023-12-15,0.0136998380709601
2023-12-22,0.0006721758728403629
2023-12-29,-0.0181286549707603
2024-01-05,0.01723194308066249
2024-01-12,0.01521517244653331
2024-01-19,0.01267243394902959
2024-01-26,-0.007234330747444877
2024-02-02,0.0004573785233650191
2024-02-09,0.01813180426949763
2024-02-16,0.01242817458807411
2024-02-23,0.01709414559340884
2024-03-01,-0.005750099776795663
2024-03-08,-0.01249591151021372
2024-03-15,0.01200665447182021
2024-03-22,-0.009781460598937893
2024-03-29,0.001081706391833125
2024-04-05,-0.006963464323500975
2024-04-15,0.01972963374364323
2024-04-19,0.006624675805854094
2024-04-26,-0.01403080003533471
2024-05-03,0.002941659573832489
2024-05-10,0.00795789536372575
2024-05-17,-0.004593762232184495
2024-05-24,-0.006276942253615147
2024-05-31,0.004532116804670996
2024-06-07,-0.006652296714731698
2024-06-14,0.007864117625051419
2024-06-21,-0.0004751440280336401
2024-06-28,0.01013132093410184
2024-07-05,0.01212535662813614
2024-07-12,0.03264194122561664
2024-07-19,0.01865792398936249
2024-07-26,0.006029421921403422
2024-08-02,0.02356809896816618
2024-08-09,-0.02014809250415844
2024-08-16,0.009904717575226426
2024-08-23,0.00149113115854108
2024-08-30,0.01107208359558482
2024-09-06,0.0004752501757088871
2024-09-13,0.01460532830208884
2024-09-20,0.02360714544771142
2024-09-27,0.02436400414870914
2024-10-04,-0.02894139399161063
2024-10-11,-0.005686197048099428
2024-10-18,-0.0007816011098735363
2024-10-25,0.01143333919992703
2024-11-01,0.01149099345857632
2024-11-08,0.02904146596324893
2024-11-15,0.02103946602603001
2024-11-22,0.002201280745160827
2024-11-29,0.00144009390864469
2024-12-06,-0.00457992205673539
2024-12-13,-0.00242796530437589
2024-12-20,-0.0006510614735893408
2024-12-27,-0.003884559181685447
2025-01-03,0.04877079742301421
2025-01-10,0.01641207359789256
2025-01-17,0.005321192451704926
2025-01-24,-0.003924140881220568
2025-01-31,0.01508844059391773
2025-02-07,0.009070806444334124
2025-02-14,0.005092799642218291
2025-02-21,0.04157049018026496
2025-02-28,-0.02271113128454338
2025-03-07,-0.01020151684042571
2025-03-14,-0.001280741947058906
2025-03-21,0.04106393680940563
2025-03-28,0.01105435856049101
2025-04-04,-0.03210204596059329
2025-04-11,-0.058043198723896
2025-04-18,0.06773686302293028
2025-04-25,0.01256925226435343
2025-05-02,0.01547124979355667
2025-05-09,0.01118007208549532
2025-05-16,0.007881165104961035
2025-05-23,0.02578542858172423
2025-05-30,0.006227856232372739
2025-06-06,0.03141536205718512
2025-06-13,-0.0102366469057957
2025-06-20,-0.0270165959089156
2025-06-30,0.01689604788134116
2025-07-04,0.01724733858703176
2025-07-11,0.02647354344544368
2025-07-18,0.02199355940057948
2025-07-25,0.004122671454086274
2025-08-01,0.01452447549225152
2025-08-08,0.008711648082120051
2025-08-15,0.003093438038931314
2025-08-22,0.001907797279705498
2025-08-29,0.007692824660050786
2025-09-08,-0.000124493135092827
2025-09-12,-0.001560804681524734
2025-09-19,0.001972983926638959
2025-09-26,-0.02424258587582701
2025-10-03,-0.01697779721394673
2025-10-10,-0.01137190389026631
2025-10-17,-0.01314327766345883
2025-10-24,0.05053743522516234
2025-10-31,0.01338294668975529
2025-11-07,-0.01915346417592798
2025-11-14,-0.01888157056822107
2025-11-21,-0.02131733528672691
2025-11-28,0.02096212605698864
2025-12-05,-0.00767910170749795
