Date,portfolio_return,cum_return
2024-04-15,-0.0066115702479339,0.9933884297520661
2024-04-19,0.0014559068219635,0.9948347107438017
2024-04-26,0.0,0.9948347107438017
2024-05-03,-0.0238836967808929,0.9710743801652895
2024-05-10,-0.0159574468085106,0.9555785123966944
2024-08-02,0.0115606936416186,0.9666256628290263
2024-08-09,-0.0330285714285714,0.9346993980795876
2024-08-16,-0.0072095496986172,0.9279606363158652
2024-08-23,-0.0297619047619047,0.900342760235036
2024-08-30,0.0061349693251533,0.9058663354512019
2024-09-06,0.0121951219512195,0.9169134858835336
2024-09-13,0.0240963855421687,0.9390077867481972
2024-09-20,-0.0339999999999999,0.9070815219987586
2024-09-27,0.0254536597247594,0.9301700664023319
2024-10-04,0.002375296912114,0.9323794964887983
2024-10-11,-0.0023696682464454,0.930170066402332
2024-10-18,0.0665083135391924,0.9920341088233897
2024-10-25,0.0968819599109132,1.088144317584676
2024-11-01,-0.0152284263959391,1.0715735919361782
2024-11-08,-0.0505154639175258,1.0174425548177526
2024-11-15,-0.02171552660152,0.9953482539530892
2024-11-22,0.0540510543840178,1.049147876558545
2024-11-29,-0.0091607876171423,1.0395368556824163
2024-12-06,0.0350690754516471,1.0759924521091109
2024-12-13,0.0061601642710471,1.08262074236851
2024-12-20,0.1428571428571428,1.2372808484211542
2024-12-27,0.0089285714285713,1.2483279988534859
2025-01-03,-0.0513274336283186,1.1842545263459618
2025-01-10,0.0261194029850746,1.2151865475564907
2025-01-17,0.050909090909091,1.2770505899775486
2025-01-24,0.1461937716262975,1.463747432283955
2025-01-31,-0.0113207547169811,1.4471767066354573
2025-02-07,0.1473282442748091,1.6603867099794598
2025-02-14,-0.0618762475049899,1.5576482109587748
2025-02-21,0.0617021276595743,1.6537584197200608
2025-02-28,-0.0313961255845023,1.6018368126881015
2025-03-07,0.3731034482758621,2.1994876510772485
2025-03-14,-0.0457056755399296,2.09895858214303
2025-03-21,0.0157894736842105,2.1321000334400253
2025-03-28,-0.0673575129533678,1.988487077819713
2025-04-04,0.2138888888888888,2.413802369464485
2025-04-11,-0.0160183066361555,2.3751373429513243
2025-04-18,-0.0232558139534884,2.3199015907896654
2025-04-25,0.0466666666666666,2.4281636650265166
2025-05-02,0.0964513193812557,2.6623632541919497
2025-05-09,0.066804979253112,2.8402223761524907
2025-05-16,-0.0295604823026059,2.75626403286677
2025-05-23,0.0424849699398797,2.873363827449486
2025-05-30,-0.0153787004998077,2.8291752257201592
2025-06-06,-0.0121046466224131,2.794929059379931
2025-06-13,0.0408163265306122,2.9090077964974794
2025-06-20,-0.0271317829457364,2.830081228375455
2025-06-30,-0.0159362549800796,2.784980332305727
2025-07-04,-0.0283400809716599,2.7060537641837024
2025-07-11,0.0416666666666667,2.8188060043580236
2025-07-18,-0.008,2.7962555563231595
2025-07-25,-0.0120967741935483,2.7624298842708637
2025-08-01,0.0008163265306122,2.7646849290743503
2025-08-08,0.0191680261011419,2.8176784819562815
2025-08-15,0.0404161664665867,2.931558244532346
2025-08-22,0.0038610038610038,2.9428770022332427
2025-08-29,-0.009693679720822,2.914349695115821
2025-09-08,0.0180109631949882,2.9668399402118775
2025-09-12,-0.0749999999999999,2.744326944695987
2025-09-19,-0.002079002079002,2.7386214832725027
2025-09-26,0.0104166666666667,2.767148790389925
2025-10-03,-0.0041237113402061,2.7557378675429565
2025-10-10,0.0248447204968944,2.824203404624769
2025-10-17,0.0101010101010101,2.852730711742191
2025-10-24,-0.0248,2.7819829900909845
2025-10-31,-0.0430680885972107,2.6621683001978127
2025-11-07,-0.0270038576939563,2.5902794862619096
2025-11-14,0.0145374449339206,2.6279355316569064
2025-11-21,-0.001302648719062,2.624512254802816
